name,model,rebar_version,engine,engine_version,err,haystack_len,iters,total,median,mad,mean,stddev,min,max
curated/01-literal/sherlock-en,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,899232,324,4.56s,9.20ms,132.07us,9.26ms,281.17us,8.26ms,10.13ms
curated/01-literal/sherlock-en,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,899232,1956,4.51s,1.53ms,15.92us,1.53ms,35.15us,1.47ms,2.32ms
curated/01-literal/sherlock-en,count,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,899232,164,4.56s,18.31ms,141.35us,18.34ms,346.95us,17.17ms,20.67ms
curated/01-literal/sherlock-en,count,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,899232,80933,4.56s,36.76us,645.00ns,37.02us,1.98us,29.53us,197.16us
curated/01-literal/sherlock-casei-en,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,899232,201,4.56s,14.95ms,129.94us,14.98ms,216.85us,14.62ms,15.83ms
curated/01-literal/sherlock-casei-en,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,899232,526,4.56s,5.70ms,26.61us,5.71ms,50.22us,5.60ms,6.01ms
curated/01-literal/sherlock-casei-en,count,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,899232,128,4.56s,20.61ms,71.86us,23.55ms,29.71ms,18.83ms,355.28ms
curated/01-literal/sherlock-casei-en,count,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,899232,31074,4.56s,94.81us,1.20us,96.50us,4.35us,91.43us,174.75us
curated/01-literal/sherlock-ru,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,1570556,312,4.56s,9.58ms,64.35us,9.62ms,135.73us,9.44ms,10.17ms
curated/01-literal/sherlock-ru,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,1570556,748,4.56s,4.04ms,104.48us,4.01ms,145.18us,3.58ms,5.15ms
curated/01-literal/sherlock-ru,count,0.1.0 (rev 19aa8e8e3b),rust/regex/pikevm,0.4.8,,1570556,90,4.56s,33.49ms,107.70us,33.57ms,235.13us,33.26ms,34.39ms
curated/01-literal/sherlock-ru,count,0.1.0 (rev 19aa8e8e3b),rust/regex,1.11.0,,1570556,50024,4.56s,59.61us,1.00us,59.92us,2.14us,56.57us,114.05us
curated/01-literal/sherlock-casei-ru,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-vm,0.1.0,,1570556,266,4.56s,11.27ms,71.23us,11.30ms,125.53us,11.10ms,11.78ms
curated/01-literal/sherlock-casei-ru,count,0.1.0 (rev 19aa8e8e3b),gregex/pike-jit,0.1.0,,1570556,590,4.56s,5.08ms,36.11us,5.09ms,66.00us,4.99ms,5.46ms
